Dish_Name,Cuisine_Type,Veg_Non,Describe,Spice_Level,Sugar_Level,Dish_Category,Food_ID,Weather_Type
"Frittata with Mushrooms, Thyme, and Parmigiano Cheese",Unknown,Non-Vegetarian,"If you want to add more <b>gluten free</b> recipes to your recipe box, Frittata with Mushrooms, Thyme, and Parmigiano Cheese might be a recipe you should try. This recipe serves 8. For <b>$1.04 per serving</b>, this recipe <b>covers 15%</b> of your daily requirements of vitamins and minerals. One serving contains <b>190 calories</b>, <b>21g of protein</b>, and <b>8g of fat</b>. A few people made this recipe, and 59 would say it hit the spot. If you have parmigiano cheese, eggs, green onions, and a few other ingredients on hand, you can make it. It works best as a main course, and is done in about <b>45 minutes</b>. It is brought to you by Foodista. Overall, this recipe earns a <b>solid spoonacular score of 59%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/mushrooms-parmigiano-cheese-and-courgettes-8905"">Mushrooms, Parmigiano Cheese And Courgettes</a>, <a href=""https://spoonacular.com/recipes/asparagus-frittata-with-smoked-paprika-thyme-feta-cheese-584610"">Asparagus Frittata with Smoked Paprika, Thyme & Feta Cheese</a>, and <a href=""https://spoonacular.com/recipes/creamy-baked-leeks-with-garlic-thyme-and-parmigiano-39090"">Creamy Baked Leeks With Garlic, Thyme, And Parmigiano</a>.",0,1,"lunch, main course, morning meal, brunch, main dish, breakfast, dinner",26,Rainy
Yoghurt Honey Madeleines,Unknown,Vegetarian,"Yoghurt Honey Madeleines is a <b>lacto ovo vegetarian</b> dessert. For <b>11 cents per serving</b>, this recipe <b>covers 2%</b> of your daily requirements of vitamins and minerals. One serving contains <b>81 calories</b>, <b>1g of protein</b>, and <b>4g of fat</b>. This recipe serves 15. A mixture of egg, natural yoghurt, sugar, and a handful of other ingredients are all it takes to make this recipe so tasty. Not a lot of people made this recipe, and 2 would say it hit the spot. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 9%</b>. This score is very bad (but still fixable). <a href=""https://spoonacular.com/recipes/yoghurt-honey-madeleines-1220817"">Yoghurt Honey Madeleines</a>, <a href=""https://spoonacular.com/recipes/honey-madeleines-79834"">Honey Madeleines</a>, and <a href=""https://spoonacular.com/recipes/honey-almond-madeleines-308414"">Honey-Almond Madeleines</a> are very similar to this recipe.",1,0,dessert,27,Hot
The Pearhattan Cocktail,Unknown,Vegetarian,"If you want to add more <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> recipes to your recipe box, The Pearhattan Cocktail might be a recipe you should try. This recipe makes 1 servings with <b>521 calories</b>, <b>3g of protein</b>, and <b>1g of fat</b> each. For <b>$5.1 per serving</b>, this recipe <b>covers 14%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes about <b>45 minutes</b>. 6 people were impressed by this recipe. It is brought to you by Foodista. If you have angostura bitters, salt, fresh-squeezed lemon juice, and a few other ingredients on hand, you can make it. Not a lot of people really liked this beverage. Overall, this recipe earns a <b>solid spoonacular score of 44%</b>. <a href=""https://spoonacular.com/recipes/shrimp-cocktail-bar-classic-cocktail-sauce-avocado-crema-remoulade-770566"">Shrimp Cocktail Bar: Classic Cocktail Sauce, Avocado Crema, Remoulade</a>, <a href=""https://spoonacular.com/recipes/shrimp-pineapple-and-avocado-cocktail-cocktail-de-camarones-con-pia-y-aguacate-227319"">Shrimp, Pineapple and Avocado Cocktail (Cocktail de Camarones con Piña y Aguacate)</a>, and <a href=""https://spoonacular.com/recipes/shrimp-pineapple-and-avocado-cocktail-cocktail-de-camarones-con-pia-y-aguacate-1253865"">Shrimp, Pineapple and Avocado Cocktail (Cocktail de Camarones con Piña y Aguacate)</a> are very similar to this recipe.",0,3,"beverage, drink",28,Hot
Strawberry-Mango Quinoa Salad,Unknown,Vegetarian,"Need a <b>gluten free and lacto ovo vegetarian hor d'oeuvre</b>? Strawberry-Mango Quinoa Salad could be an awesome recipe to try. This recipe serves 4. One serving contains <b>354 calories</b>, <b>8g of protein</b>, and <b>17g of fat</b>. For <b>$1.87 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. 41 person were impressed by this recipe. This recipe from Foodista requires cucumber, cream, mango, and strawberries. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 97%</b>. This score is tremendous. Similar recipes are <a href=""https://spoonacular.com/recipes/strawberry-mango-quinoa-salad-1578467"">Strawberry-Mango Quinoa Salad</a>, <a href=""https://spoonacular.com/recipes/strawberry-mango-quinoa-salad-1588251"">Strawberry-Mango Quinoa Salad</a>, and <a href=""https://spoonacular.com/recipes/strawberry-mango-chopped-spinach-quinoa-salad-with-sesame-lime-vinaigrette-1469287"">Strawberry & Mango Chopped Spinach Quinoa Salad with Sesame-Lime Vinaigrette</a>.",2,5,"side dish, antipasti, salad, starter, snack, appetizer, antipasto, hor d'oeuvre",29,Rainy
Tomato and Bacon Pizza With Rice Crust,Mediterranean,Non-Vegetarian,"Tomato and Bacon Pizza With Rice Crust is a hor d'oeuvre that serves 8. One serving contains <b>163 calories</b>, <b>9g of protein</b>, and <b>7g of fat</b>. For <b>81 cents per serving</b>, this recipe <b>covers 10%</b> of your daily requirements of vitamins and minerals. 3 people have tried and liked this recipe. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. This recipe from Foodista requires bell pepper, tomatoes, egg, and mozzarella cheese. Not a lot of people really liked this Mediterranean dish. It is a good option if you're following a <b>gluten free</b> diet. With a spoonacular <b>score of 52%</b>, this dish is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/tomato-and-bacon-pizza-with-rice-crust-1409167"">Tomato and Bacon Pizza With Rice Crust</a>, <a href=""https://spoonacular.com/recipes/thin-crust-bacon-cheeseburger-pizza-629505"">Thin Crust Bacon Cheeseburger Pizza</a>, and <a href=""https://spoonacular.com/recipes/cauliflower-crust-bacon-and-egg-pizza-1350333"">Cauliflower Crust Bacon and Egg Pizza</a>.",3,2,"antipasti, starter, snack, appetizer, antipasto, hor d'oeuvre",30,Hot
Easy Pork Chops on Stuffing,Unknown,Non-Vegetarian,"Easy Pork Chops on Stuffing might be a good recipe to expand your main course repertoire. This recipe serves 6 and costs $2.29 per serving. One portion of this dish contains roughly <b>33g of protein</b>, <b>17g of fat</b>, and a total of <b>376 calories</b>. 36 people have made this recipe and would make it again. It will be a hit at your <b>Thanksgiving</b> event. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. This recipe from Foodista requires onion, celery, bread, and parsley. With a spoonacular <b>score of 90%</b>, this dish is spectacular. Try <a href=""https://spoonacular.com/recipes/easy-pork-chops-on-stuffing-1432617"">Easy Pork Chops on Stuffing</a>, <a href=""https://spoonacular.com/recipes/pork-chops-with-stuffing-408660"">Pork Chops with Stuffing</a>, and <a href=""https://spoonacular.com/recipes/stuffing-topped-pork-chops-82358"">Stuffing-topped Pork Chops</a> for similar recipes.",5,2,"lunch, main course, main dish, dinner",31,Hot
Soy Ginger Glazed Halibut with Ginger Peach Relish,Unknown,Non-Vegetarian,"Soy Ginger Glazed Halibut with Ginger Peach Relish requires about <b>45 minutes</b> from start to finish. Watching your figure? This gluten free, dairy free, and pescatarian recipe has <b>382 calories</b>, <b>49g of protein</b>, and <b>10g of fat</b> per serving. For <b>$9.02 per serving</b>, this recipe <b>covers 31%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. If you have olive oil, ginger, halibut fillets, and a few other ingredients on hand, you can make it. It works well as a main course. 58 people have tried and liked this recipe. It is brought to you by Foodista. Overall, this recipe earns an <b>excellent spoonacular score of 93%</b>. <a href=""https://spoonacular.com/recipes/halibut-with-soy-ginger-dressing-3309"">Halibut with Soy-Ginger Dressing</a>, <a href=""https://spoonacular.com/recipes/halibut-with-pineapple-soy-ginger-sauce-a-le-creuset-giveaway-606037"">Halibut with Pineapple Soy Ginger Sauce + a Le Creuset Giveaway</a>, and <a href=""https://spoonacular.com/recipes/ginger-soy-glazed-salmon-482419"">Ginger Soy Glazed Salmon</a> are very similar to this recipe.",1,1,"lunch, main course, main dish, dinner",32,Rainy
Cajun Potato Wedges,Creole,Vegetarian,"If you have around <b>45 minutes</b> to spend in the kitchen, Cajun Potato Wedges might be a tremendous <b>gluten free, dairy free, lacto ovo vegetarian, and whole 30</b> recipe to try. For <b>56 cents per serving</b>, this recipe <b>covers 10%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains about <b>4g of protein</b>, <b>11g of fat</b>, and a total of <b>250 calories</b>. This recipe serves 4. This recipe is liked by 2 foodies and cooks. It is an <b>inexpensive</b> recipe for fans of Cajun food. Head to the store and pick up paprika, russet potatoes, olive oil, and a few other things to make it today. It works well as a side dish. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 64%</b>. This score is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/cajun-potato-wedges-1614051"">Cajun Potato Wedges</a>, <a href=""https://spoonacular.com/recipes/cajun-potato-wedges-1380725"">Cajun Potato Wedges</a>, and <a href=""https://spoonacular.com/recipes/crispy-cajun-potato-wedges-428750"">Crispy Cajun Potato Wedges</a>.",4,4,side dish,33,Cold
Easy Gluten Free Vegetarian Pasta Salad,Unknown,Non-Vegetarian,"Easy Gluten Free Vegetarian Pasta Salad is a main course that serves 4. For <b>95 cents per serving</b>, this recipe <b>covers 17%</b> of your daily requirements of vitamins and minerals. One serving contains <b>568 calories</b>, <b>16g of protein</b>, and <b>9g of fat</b>. 6 people were glad they tried this recipe. Head to the store and pick up orange juice, cilantro, pepper, and a few other things to make it today. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. With a spoonacular <b>score of 81%</b>, this dish is outstanding. Similar recipes include <a href=""https://spoonacular.com/recipes/healthier-mayo-free-waldorf-salad-vegetarian-gluten-free-557003"">Healthier Mayo Free Waldorf Salad: Vegetarian & Gluten Free</a>, <a href=""https://spoonacular.com/recipes/healthier-mayo-free-waldorf-salad-vegetarian-gluten-free-1191867"">Healthier Mayo Free Waldorf Salad: Vegetarian & Gluten Free</a>, and <a href=""https://spoonacular.com/recipes/gluten-free-malfatti-spinach-and-ricotta-dumplings-with-simple-tomato-sauce-gluten-free-vegetarian-573656"">Gluten-Free Malfatti (Spinach and Ricotta Dumplings) with Simple Tomato Sauce (Gluten Free, Vegetarian)</a>.",2,5,"side dish, lunch, main course, main dish, dinner",34,Rainy
Pasta With Salmon Cream Sauce,Unknown,Non-Vegetarian,"Pasta With Salmon Cream Sauce is a <b>pescatarian</b> main course. One portion of this dish contains approximately <b>23g of protein</b>, <b>15g of fat</b>, and a total of <b>439 calories</b>. For <b>$1.6 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. 3 people were impressed by this recipe. It is brought to you by Foodista. If you have peas, salmon, milk, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 68%</b>, which is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/pasta-with-salmon-cream-sauce-1241307"">Pasta With Salmon Cream Sauce</a>, <a href=""https://spoonacular.com/recipes/spinach-pasta-with-salmon-and-cream-sauce-86877"">Spinach Pasta with Salmon and Cream Sauce</a>, and <a href=""https://spoonacular.com/recipes/artisan-farfalle-pasta-with-smoked-salmon-and-cream-sauce-632778"">Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce</a>.",5,3,"side dish, lunch, main course, main dish, dinner",35,Rainy
Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico),Spanish,Vegetarian,"The recipe Vanillan and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico) is ready <b>in about 45 minutes</b> and is definitely a tremendous <b>gluten free and lacto ovo vegetarian</b> option for lovers of European food. This recipe serves 8 and costs $1.43 per serving. This dessert has <b>411 calories</b>, <b>12g of protein</b>, and <b>12g of fat</b> per serving. 2 people have tried and liked this recipe. If you have condensed milk, eggs, milk, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. Overall, this recipe earns a <b>rather bad spoonacular score of 31%</b>. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/flan-de-limn-lime-flan-226389"">Flan de Limón (Lime Flan)</a>, <a href=""https://spoonacular.com/recipes/tomatillo-salsa-and-food-wine-festival-ixtapa-zihua-mexico-589825"">Tomatillo Salsan and Food & Wine Festival Ixtapa/Zihua, Mexico</a>, and <a href=""https://spoonacular.com/recipes/mellow-mushroom-esperanza-dressing-114464"">Mellow Mushroom Esperanza Dressing</a>.",5,2,dessert,36,Hot
Cuban Flank Steak With Avocado and Tomato Salad,Unknown,Non-Vegetarian,"The recipe Cuban Flank Steak With Avocado and Tomato Salad can be made <b>in about 45 minutes</b>. One portion of this dish contains approximately <b>57g of protein</b>, <b>85g of fat</b>, and a total of <b>1163 calories</b>. For <b>$11.27 per serving</b>, this recipe <b>covers 57%</b> of your daily requirements of vitamins and minerals. This recipe serves 1. It is brought to you by Foodista. 2 people have made this recipe and would make it again. It is a good option if you're following a <b>gluten free, dairy free, paleolithic, and primal</b> diet. <b>valentin day</b> will be even more special with this recipe. If you have hand full of cilantro, garlic cloves, ½ cumin, and a few other ingredients on hand, you can make it. Only a few people really liked this main course. All things considered, we decided this recipe <b>deserves a spoonacular score of 87%</b>. This score is amazing. <a href=""https://spoonacular.com/recipes/flank-steak-with-tomato-avocado-salsa-81684"">Flank Steak with Tomato-Avocado Salsa</a>, <a href=""https://spoonacular.com/recipes/grilled-flank-steak-with-avocado-and-two-tomato-salsa-198781"">Grilled Flank Steak with Avocado and Two-Tomato Salsa</a>, and <a href=""https://spoonacular.com/recipes/slow-cooker-cuban-flank-steak-175898"">Slow-Cooker Cuban Flank Steak</a> are very similar to this recipe.",5,5,"lunch, main course, main dish, dinner",37,Cold
