User_ID,Weather_Type,Spice_Preference,Sugar_Preference,Meal_Type,Recent_Dislikes
47,Rainy,9,6,Breakfast,"Cajun Potato Wedges, Tru Chocolate Martini, Eggless Blueberry and White Chocolate Baked Cheesecake, White Chocolate Raspberry Brie Cups, Delicious Sausage & Peppers"
47,Humid,3,3,Breakfast,"Cajun Shrimp Chowder, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Butterscotch Pie"
47,Windy,1,5,Dinner,"Healthy Vegan Red Velvet Brownies, Cajun Potato Wedges, Dak Bulgogi - Korean BBQ Chicken"
48,Cold,2,4,Lunch,"Cheesy Chicken and Rice Casserole, Crockpot Applesauce, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
48,Hot,2,9,Dinner,Satay Beef Balls
48,Rainy,5,6,Lunch,
48,Humid,5,6,Breakfast,"Strawberry-Mango Quinoa Salad, Classic Buttermilk Pie, Creamy Mushroom Soup ~ with a “Kick”, Authentic Italian Biscotti, Chocolate Mousse in Chocolate Shell"
48,Windy,10,7,Dinner,"Cajun Seafood and Andouille Sausage Gumbo, Fried String Cheese Sticks"
49,Cold,10,1,Dinner,
49,Hot,6,6,Lunch,
49,Rainy,5,4,Breakfast,"Jalapeno Cheese Quick Bread, Braised Chicken with Artichoke Hearts & Olives"
49,Humid,0,4,Breakfast,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Cajun Seafood and Andouille Sausage Gumbo, Sugar Cookies"
49,Windy,4,4,Dinner,"Korean Beef Rice Bowl, Sugar Cookies, Ground Turkey Stuffed Peppers"
50,Cold,8,10,Dinner,"Chocolate Mousse in Chocolate Shell, Cheesy Chicken and Rice Casserole, Healthy Orange Chicken, Upside-Down Blueberry Puffs Brunch, Easy Shepherd's Pie (Beef And/or Lamb Combo)"
50,Hot,7,0,Breakfast,"Easy Shepherd's Pie (Beef And/or Lamb Combo), Naturally Sweet Apple Turnovers"
50,Rainy,8,7,Lunch,"Eggless Blueberry and White Chocolate Baked Cheesecake, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Baked Sirloin Steak, Chicken and White Bean Chili, Ground Turkey Stuffed Peppers"
50,Humid,5,1,Lunch,"Cajun Shrimp Chowder, Creamy Mushroom Soup ~ with a “Kick”, Beef With Oranges and Spices, Pork schnitzel with tarragon cream sauce, Tru Chocolate Martini"
50,Windy,5,2,Lunch,"Green Tea Fruit Medley Smoothie, Carrot and Coriander Soup, Easy Pork Chops on Stuffing, Soy Ginger Glazed Halibut with Ginger Peach Relish"
51,Cold,5,10,Lunch,Spare Ribs
51,Hot,0,1,Dinner,"Almond Rainbow Cake, Sweet Potato, Kale & White Bean Soup, Blueberry Basil Galette, Cajun Seafood and Andouille Sausage Gumbo"
51,Rainy,9,2,Lunch,Homemade Muesli Breakfast Cereal
51,Humid,3,7,Dinner,"Brussels Sprout Carbonara with Fettuccini, Gluten Free Dairy Free Buttermilk Biscuits"
51,Windy,10,8,Lunch,
52,Cold,0,7,Breakfast,"Steamed Artichokes With Roasted Red Pepper Aioli, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Sugar Cookies, Wholemeal Steam Bun, Dad’s Breakfast Polenta"
52,Hot,3,9,Breakfast,"Homemade Muesli Breakfast Cereal, Shrimp and Lemongrass Soup, Easy Shepherd's Pie (Beef And/or Lamb Combo), Alouette Chicken Paprika, Chocoholic's Deep Dark Dream Chiffon Cake"
52,Rainy,6,0,Breakfast,"Jalapeno Cheese Quick Bread, Cajun Seafood and Andouille Sausage Gumbo, Chocolate Mousse in Chocolate Shell, Baked Honey Sriracha Chicken Wings, Tomato and Bacon Pizza With Rice Crust"
52,Humid,10,0,Lunch,
52,Windy,4,2,Breakfast,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Tru Chocolate Martini, Chocolate Mousse in Chocolate Shell"
53,Cold,8,7,Breakfast,
53,Hot,5,10,Lunch,Nutella Buttercream Cupcakes with Hidden Cadbury Egg
53,Rainy,5,10,Lunch,Fried String Cheese Sticks
53,Humid,5,8,Lunch,"Sweet Potato, Kale & White Bean Soup, Yoghurt Honey Madeleines, One Bowl Jalapeno Cheddar Cornbread, The Pearhattan Cocktail"
53,Windy,2,7,Lunch,
54,Cold,4,3,Breakfast,"Avocado Chicken Salad, A Refreshing Drink To Welcome You All, One Bowl Jalapeno Cheddar Cornbread, Naturally Sweet Apple Turnovers, Vanilla Bean Melting Moment Cookies With Caramel Filling"
54,Hot,4,9,Dinner,"Authentic Italian Biscotti, How to Make the Ultimate Christmas Fruit Pizza, Homemade Muesli Breakfast Cereal"
54,Rainy,4,10,Dinner,
54,Humid,1,1,Dinner,White Chocolate Raspberry Brie Cups
54,Windy,5,2,Lunch,
55,Cold,3,4,Dinner,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Satay Beef Balls, A Refreshing Drink To Welcome You All, Strawberry-Mango Quinoa Salad, Alouette Chicken Paprika"
55,Hot,1,8,Lunch,"Yoghurt Honey Madeleines, How to Make the Ultimate Christmas Fruit Pizza, Pasta With Salmon Cream Sauce, Crockpot Applesauce"
55,Rainy,1,6,Lunch,"Dairy Free Chicken Salad, Yoghurt Honey Madeleines, Delicious Sausage & Peppers, Chocolatey Overnight Oats with Strawberries"
55,Humid,6,0,Dinner,"Alouette Chicken Paprika, Korean Beef Rice Bowl, Royal Wedding Pear and Coriander Scones, A Refreshing Drink To Welcome You All"
55,Windy,2,9,Breakfast,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Yoghurt Honey Madeleines"
56,Cold,10,8,Dinner,"Chocoholic's Deep Dark Dream Chiffon Cake, Dak Bulgogi - Korean BBQ Chicken, Easy Gluten Free Vegetarian Pasta Salad, One Bowl Jalapeno Cheddar Cornbread"
56,Hot,3,9,Lunch,"Pasta With Salmon Cream Sauce, Sugar Cookies, Healthy Mint Brownies, Easy Vegetable Fried Rice, South Carolina Style Pulled Pork"
56,Rainy,3,6,Lunch,
56,Humid,7,8,Breakfast,"Almond Rainbow Cake, Korean Beef Rice Bowl, Wholemeal Steam Bun"
56,Windy,8,2,Dinner,Royal Wedding Pear and Coriander Scones
57,Cold,7,3,Breakfast,"Naturally Sweet Apple Turnovers, Steamed Artichokes With Roasted Red Pepper Aioli, Sugar Cookies, Tomato and lentil soup"
57,Hot,2,7,Breakfast,
57,Rainy,5,4,Lunch,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Crockpot Applesauce"
57,Humid,6,2,Breakfast,"Upside-Down Blueberry Puffs Brunch, Shrimp and Lemongrass Soup"
57,Windy,4,10,Lunch,"Roasted Asparagus With Bacon and Feta Cheese, Minestrone"
58,Cold,2,3,Breakfast,Chocolate Mousse in Chocolate Shell
58,Hot,10,0,Dinner,"Loquat Pie, Roasted Asparagus With Bacon and Feta Cheese, Sugar Cookies, The Pearhattan Cocktail, Upside-Down Blueberry Puffs Brunch"
58,Rainy,8,10,Dinner,Dad’s Breakfast Polenta
58,Humid,2,1,Lunch,"Roasted Beet and Radicchio Salad, Smooth Bloody Mary, Easy Gluten Free Vegetarian Pasta Salad"
58,Windy,10,3,Lunch,"Lemon Delicious, Brussels Sprout Carbonara with Fettuccini"
59,Cold,5,5,Dinner,"White Chocolate Cherry Hand Pies, Cuban Flank Steak With Avocado and Tomato Salad, Steamed Artichokes With Roasted Red Pepper Aioli"
59,Hot,3,5,Lunch,"Quick Chicken Enchilada Soup, Oven-Baked Feta Cheese Dip, Strawberry-Mango Quinoa Salad"
59,Rainy,4,1,Dinner,"Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Upside-Down Blueberry Puffs Brunch, Zucchini Flutes Piped With Basil Ricotta Mousse"
59,Humid,2,8,Breakfast,"Healthy Vegan Red Velvet Brownies, Eggless Blueberry and White Chocolate Baked Cheesecake, Butterscotch Pie"
59,Windy,10,6,Lunch,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Watermelon Popsicles with Mint, Basil & Lime, Quick Chicken Enchilada Soup"
60,Cold,10,8,Dinner,
60,Hot,6,4,Lunch,
60,Rainy,7,0,Lunch,"Chicken and White Bean Chili, Dutch Baby, Dad’s Breakfast Polenta, Carrot and Coriander Soup, Cheesy Chicken Enchilada Quinoa Casserole"
60,Humid,7,8,Breakfast,"How to Make the Best Crock Pot Roast, Dairy Free Chicken Salad"
60,Windy,5,4,Breakfast,Cheesy Chicken and Rice Casserole
61,Cold,5,8,Dinner,
61,Hot,5,3,Breakfast,"Creamy Mushroom Soup ~ with a “Kick”, Green Tea Fruit Medley Smoothie, Wholemeal Steam Bun, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Mediterranean Herb Dip"
61,Rainy,8,5,Breakfast,"The Pearhattan Cocktail, Easy Gluten Free Vegetarian Pasta Salad, Loquat Pie, Delicious Sausage & Peppers"
61,Humid,8,8,Dinner,"Easy Gluten Free Vegetarian Pasta Salad, Italian Beef Braciole, Green Tea Fruit Medley Smoothie, Dak Bulgogi - Korean BBQ Chicken"
61,Windy,5,9,Breakfast,"Watermelon Popsicles with Mint, Basil & Lime, Homemade Muesli Breakfast Cereal"
62,Cold,2,7,Breakfast,
62,Hot,5,7,Breakfast,"Strawberry-Mango Quinoa Salad, South Carolina Style Pulled Pork, Chicken and White Bean Chili, Fluffy frittata with spinach, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
62,Rainy,9,4,Lunch,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Creamy Mushroom Soup ~ with a “Kick”, Soy Ginger Glazed Halibut with Ginger Peach Relish, South Carolina Style Pulled Pork, Frittata with Mushrooms, Thyme, and Parmigiano Cheese"
62,Humid,6,6,Dinner,"Gluten Free Dairy Free Buttermilk Biscuits, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Crockpot Applesauce"
62,Windy,4,9,Breakfast,"Cheese Pork Chops, Almond Rainbow Cake, A Refreshing Drink To Welcome You All"
63,Cold,5,6,Dinner,Royal Wedding Pear and Coriander Scones
63,Hot,8,6,Lunch,"Healthy Mint Brownies, Dairy Free Chicken Salad, Cheesy Chicken and Rice Casserole, Delicious Rhubarb Custard Pie"
63,Rainy,4,1,Dinner,"Easy Gluten Free Vegetarian Pasta Salad, Healthy Orange Chicken, A Refreshing Drink To Welcome You All, Watermelon Popsicles with Mint, Basil & Lime, Shrimp & Crab Egg Rolls"
63,Humid,3,0,Lunch,"A Refreshing Drink To Welcome You All, South Carolina Style Pulled Pork, Lamb In Red Mole Sauce"
63,Windy,3,4,Breakfast,"Tortellini In Brodo, Mediterranean Herb Dip, Avocado and Orange Salad With Orange-Ginger Dressing, Butterscotch Pie, Black Bean Garlic Shrimp Scramble"
64,Cold,5,4,Lunch,"How to Make the Best Crock Pot Roast, Roasted Beet and Radicchio Salad, Creamy Mushroom Soup ~ with a “Kick”, HomeMade Hashbrowns with Spinach and Carrots, Chapchae (Korean Stir-Fried Noodles)"
64,Hot,8,7,Dinner,"Avocado and Orange Salad With Orange-Ginger Dressing, Sweet Potato, Kale & White Bean Soup, How to Make the Best Crock Pot Roast, Butterscotch Pie"
64,Rainy,3,2,Dinner,"Fried String Cheese Sticks, Chocolate Mousse in Chocolate Shell, Chocoholic's Deep Dark Dream Chiffon Cake, Creamy Mushroom Soup ~ with a “Kick”, Green Tea Fruit Medley Smoothie"
64,Humid,4,3,Lunch,"Roasted Beet and Radicchio Salad, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Pork schnitzel with tarragon cream sauce"
64,Windy,10,5,Dinner,"Dak Bulgogi - Korean BBQ Chicken, Cajun Shrimp Chowder, Almond Rainbow Cake"
65,Cold,5,2,Dinner,"Delicious Sausage & Peppers, Carrot and Coriander Soup, Tomato and lentil soup, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)"
65,Hot,1,2,Lunch,"Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
65,Rainy,8,2,Lunch,"Dutch Baby, South Carolina Style Pulled Pork, Tomato and Bacon Pizza With Rice Crust"
65,Humid,1,9,Lunch,"Eggless Blueberry and White Chocolate Baked Cheesecake, Raspberry Cheesecake Bars By Mommie Cooks"
65,Windy,5,10,Breakfast,
66,Cold,3,2,Dinner,Shrimp & Crab Egg Rolls
66,Hot,0,9,Dinner,"Pasta With Salmon Cream Sauce, Strawberry-Mango Quinoa Salad, Baked Ziti Or Rigatoni, Dak Bulgogi - Korean BBQ Chicken"
66,Rainy,7,5,Breakfast,"Brussels Sprout Carbonara with Fettuccini, Quick Chicken Enchilada Soup, Pasta with Raw Tomato & Lemon Infused Olive Oil"
66,Humid,8,2,Breakfast,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Healthy Mint Brownies"
66,Windy,8,10,Breakfast,Pork schnitzel with tarragon cream sauce
67,Cold,2,2,Lunch,"Carrot and Coriander Soup, Strawberry-Mango Quinoa Salad"
67,Hot,5,3,Lunch,Mediterranean Herb Dip
67,Rainy,1,6,Lunch,
67,Humid,0,8,Lunch,"Baked Sirloin Steak, Tomato and Eggplant Caponata, Cheesy Chicken and Rice Casserole, Pork schnitzel with tarragon cream sauce, Chocoholic's Deep Dark Dream Chiffon Cake"
67,Windy,0,8,Dinner,"White Chocolate Cherry Hand Pies, Chimichurri, Roasted Beet and Radicchio Salad"
68,Cold,0,2,Lunch,"Beef With Oranges and Spices, Chicken Farfalle with Low-Fat Alfredo Sauce"
68,Hot,5,1,Dinner,"Wholemeal Steam Bun, Green Tea Fruit Medley Smoothie, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Baked Honey Sriracha Chicken Wings, Roasted Beet and Radicchio Salad"
68,Rainy,4,2,Dinner,"Cheesy Chicken Enchilada Quinoa Casserole, Zucchini Flutes Piped With Basil Ricotta Mousse, The Pearhattan Cocktail, Honeyed Bacon"" Baklava"
68,Humid,2,6,Breakfast,Roasted Asparagus With Bacon and Feta Cheese
68,Windy,4,1,Dinner,
69,Cold,0,10,Dinner,"Honeyed Bacon"" Baklava, Spare Ribs, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, How to Make the Ultimate Christmas Fruit Pizza, Strawberry-Mango Quinoa Salad"
69,Hot,3,9,Dinner,"Baked Sirloin Steak, Healthy Orange Chicken, Chocolate Mousse in Chocolate Shell, Healthy Vegan Red Velvet Brownies"
69,Rainy,9,0,Lunch,Butterscotch Pie
69,Humid,10,9,Dinner,Korean Beef Rice Bowl
69,Windy,1,3,Lunch,"Dak Bulgogi - Korean BBQ Chicken, Jalapeno Cheese Quick Bread, Minestrone Soup, Tuna Stuffed Hard-Boiled Eggs"
70,Cold,3,8,Dinner,"Braised Chicken with Artichoke Hearts & Olives, Chocolate Mousse in Chocolate Shell, Korean Beef Rice Bowl"
70,Hot,7,4,Lunch,"Tru Chocolate Martini, Pork schnitzel with tarragon cream sauce, Minestrone, Tomato and Bacon Pizza With Rice Crust"
70,Rainy,9,7,Dinner,"Creamy Mushroom Soup ~ with a “Kick”, Braised Chicken with Artichoke Hearts & Olives, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Loquat Pie"
70,Humid,4,8,Dinner,"Amaretto Almond Cookies, Easy Shepherd's Pie (Beef And/or Lamb Combo), Shrimp & Crab Egg Rolls, Easy Gluten Free Vegetarian Pasta Salad, Braised Chicken with Artichoke Hearts & Olives"
70,Windy,8,4,Lunch,"Avocado Chicken Salad, Satay Beef Balls, Zucchini Flutes Piped With Basil Ricotta Mousse, Delicious Sausage & Peppers, Loquat Pie"
71,Cold,10,3,Breakfast,
71,Hot,8,8,Lunch,"Easy Pork Chops on Stuffing, Coconut Cream Pie Vegan Milkshake, Korean Beef Rice Bowl"
71,Rainy,6,7,Breakfast,"Lemon Delicious, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Sugar Cookies, Green Tea Fruit Medley Smoothie, Cajun Potato Wedges"
71,Humid,8,7,Dinner,Fluffy frittata with spinach
71,Windy,0,10,Breakfast,
72,Cold,6,8,Breakfast,Strawberry-Mango Quinoa Salad
72,Hot,9,1,Breakfast,
72,Rainy,3,8,Lunch,"Homemade Muesli Breakfast Cereal, Butterscotch Pie, Crockpot Chicken and Dumplings, Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
72,Humid,4,8,Lunch,"Watermelon Popsicles with Mint, Basil & Lime, Baked Sirloin Steak"
72,Windy,6,1,Lunch,"Tomato and lentil soup, Minestrone"
73,Cold,2,7,Breakfast,Butterscotch Pie
73,Hot,0,7,Lunch,
73,Rainy,9,2,Breakfast,"Fried String Cheese Sticks, Cheese Pork Chops, Pork schnitzel with tarragon cream sauce, Healthy Vegan Red Velvet Brownies"
73,Humid,9,1,Dinner,Lamb In Red Mole Sauce
73,Windy,9,3,Dinner,
74,Cold,2,9,Dinner,"Cajun Seafood and Andouille Sausage Gumbo, Dak Bulgogi - Korean BBQ Chicken"
74,Hot,4,9,Breakfast,"South Carolina Style Pulled Pork, Amaretto Almond Cookies, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Chicken and White Bean Chili, Royal Wedding Pear and Coriander Scones"
74,Rainy,1,7,Dinner,
74,Humid,3,8,Breakfast,"Cheesy Chicken and Rice Casserole, Minestrone Soup, Watermelon Popsicles with Mint, Basil & Lime"
74,Windy,2,2,Dinner,"A Refreshing Drink To Welcome You All, Chimichurri, Delicious Sausage & Peppers, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries"
75,Cold,6,7,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Chapchae (Korean Stir-Fried Noodles), Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Soy Ginger Glazed Halibut with Ginger Peach Relish"
75,Hot,6,6,Breakfast,Braised Chicken with Artichoke Hearts & Olives
75,Rainy,10,7,Dinner,"Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
75,Humid,6,5,Dinner,Butterscotch Pie
75,Windy,1,8,Dinner,Minestrone Soup
76,Cold,0,2,Breakfast,Tru Chocolate Martini
76,Hot,1,5,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), White Chocolate Raspberry Brie Cups, Lemon Delicious, Tru Chocolate Martini"
76,Rainy,6,9,Lunch,"Baked Honey Sriracha Chicken Wings, Mediterranean Herb Dip"
76,Humid,10,1,Lunch,"My Asian Fried Fish Fillet, Wholemeal Steam Bun"
76,Windy,2,1,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Avocado and Orange Salad With Orange-Ginger Dressing, Wholemeal Steam Bun, Cajun Seafood and Andouille Sausage Gumbo"
77,Cold,2,4,Dinner,"Cajun Shrimp Chowder, Butterscotch Pie, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
77,Hot,4,4,Dinner,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Shrimp and Lemongrass Soup, Smooth Bloody Mary, Vanilla Bean Melting Moment Cookies With Caramel Filling"
77,Rainy,6,8,Dinner,
77,Humid,9,0,Dinner,Jalapeno Cheese Quick Bread
77,Windy,1,0,Breakfast,"Minestrone, Tortellini In Brodo, Spare Ribs"
78,Cold,10,9,Breakfast,
78,Hot,9,5,Dinner,
78,Rainy,8,2,Breakfast,"Pork schnitzel with tarragon cream sauce, Delicious Rhubarb Custard Pie, Easy Pork Chops on Stuffing"
78,Humid,3,8,Dinner,White Chocolate Raspberry Brie Cups
78,Windy,2,10,Breakfast,
79,Cold,7,8,Dinner,"Pasta With Salmon Cream Sauce, Loquat Pie, Black Bean Garlic Shrimp Scramble"
79,Hot,8,8,Dinner,"Beef With Oranges and Spices, Butterscotch Pie, Coconut Cream Pie Vegan Milkshake"
79,Rainy,8,9,Lunch,"Carrot and Coriander Soup, Dak Bulgogi - Korean BBQ Chicken, South Carolina Style Pulled Pork"
79,Humid,3,5,Dinner,"Chocolate Mousse in Chocolate Shell, Brussels Sprout Carbonara with Fettuccini, Steamed Artichokes With Roasted Red Pepper Aioli, Satay Beef Balls, Chimichurri"
79,Windy,4,5,Lunch,Delicious Sausage & Peppers
80,Cold,7,6,Dinner,"Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
80,Hot,8,9,Breakfast,"Crockpot Applesauce, Chicken and White Bean Chili, Chocolate Mousse in Chocolate Shell, Wholemeal Steam Bun, Delicious Sausage & Peppers"
80,Rainy,8,4,Breakfast,"Royal Wedding Pear and Coriander Scones, Blueberry Basil Galette, Butterscotch Pie, Shrimp & Crab Egg Rolls, Frittata with Mushrooms, Thyme, and Parmigiano Cheese"
80,Humid,2,3,Lunch,"Italian Beef Braciole, Pork schnitzel with tarragon cream sauce, Shrimp & Crab Egg Rolls, Wholemeal Steam Bun"
80,Windy,4,9,Lunch,
81,Cold,5,7,Lunch,"Jalapeno Cheese Quick Bread, Eggless Blueberry and White Chocolate Baked Cheesecake"
81,Hot,4,6,Breakfast,"Lamb In Red Mole Sauce, Sugar Cookies, Moosewood Lentil Soup"
81,Rainy,7,9,Dinner,"Roasted Beet and Radicchio Salad, Minestrone"
81,Humid,10,4,Dinner,
81,Windy,6,1,Breakfast,"HomeMade Hashbrowns with Spinach and Carrots, Homemade Muesli Breakfast Cereal, Gluten Free Dairy Free Buttermilk Biscuits"
82,Cold,1,5,Lunch,"Tomato and Eggplant Caponata, Dak Bulgogi - Korean BBQ Chicken"
82,Hot,5,3,Breakfast,"Chicken Farfalle with Low-Fat Alfredo Sauce, Honeyed Bacon"" Baklava, Watermelon Popsicles with Mint, Basil & Lime, Tomato and lentil soup"
82,Rainy,9,6,Dinner,Healthy Mint Brownies
82,Humid,3,5,Dinner,"Easy Pork Chops on Stuffing, Alouette Chicken Paprika, Mediterranean Herb Dip, Chicken and White Bean Chili, Chocoholic's Deep Dark Dream Chiffon Cake"
82,Windy,2,10,Breakfast,
83,Cold,2,10,Lunch,"Quick Chicken Enchilada Soup, Green Tea Fruit Medley Smoothie, Homemade Muesli Breakfast Cereal"
83,Hot,9,4,Lunch,"South Carolina Style Pulled Pork, Italian Beef Braciole, Strawberry-Mango Quinoa Salad, Chapchae (Korean Stir-Fried Noodles), Frittata with Mushrooms, Thyme, and Parmigiano Cheese"
83,Rainy,3,7,Breakfast,
83,Humid,5,5,Dinner,Korean Beef Rice Bowl
83,Windy,10,2,Breakfast,Cheesy Chicken Enchilada Quinoa Casserole
84,Cold,9,6,Lunch,Homemade Muesli Breakfast Cereal
84,Hot,8,9,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Mediterranean Herb Dip"
84,Rainy,4,2,Dinner,"Salmon with roasted vegetables, Easy Pork Chops on Stuffing, Avocado and Orange Salad With Orange-Ginger Dressing"
84,Humid,7,9,Lunch,"Cajun Potato Wedges, Satay Beef Balls, Tomato and Eggplant Caponata"
84,Windy,8,5,Lunch,"Dutch Baby, Ground Turkey Stuffed Peppers"
85,Cold,4,9,Dinner,"Easy Vegetable Fried Rice, My Asian Fried Fish Fillet, Almond Rainbow Cake, Blueberry Basil Galette"
85,Hot,8,6,Breakfast,Warm Lemon Poppy Seed Cake With Chocolate Ganache Center
85,Rainy,6,6,Breakfast,"Baked Ziti Or Rigatoni, Delicious Rhubarb Custard Pie, Roasted Beet and Radicchio Salad"
85,Humid,8,9,Lunch,"Gluten Free Dairy Free Buttermilk Biscuits, Quick Chicken Enchilada Soup, HomeMade Hashbrowns with Spinach and Carrots, Butterscotch Pie"
85,Windy,6,8,Dinner,
86,Cold,4,10,Lunch,
86,Hot,0,6,Lunch,"Dak Bulgogi - Korean BBQ Chicken, Cuban Flank Steak With Avocado and Tomato Salad, Soy Ginger Glazed Halibut with Ginger Peach Relish, Lamb In Red Mole Sauce"
86,Rainy,3,0,Dinner,
86,Humid,5,2,Dinner,
86,Windy,2,2,Breakfast,
87,Cold,6,6,Dinner,"Dak Bulgogi - Korean BBQ Chicken, Tomato and lentil soup, Healthy Vegan Red Velvet Brownies, White Chocolate Cherry Hand Pies"
87,Hot,0,5,Breakfast,Raspberry Cheesecake Bars By Mommie Cooks
87,Rainy,7,5,Dinner,"Chocolate Mousse in Chocolate Shell, Healthy Orange Chicken, White Chocolate Raspberry Brie Cups, Wholemeal Steam Bun, Moosewood Lentil Soup"
87,Humid,4,1,Lunch,"Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Crockpot Applesauce, How to Make the Best Crock Pot Roast, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
87,Windy,10,2,Breakfast,Easy Shepherd's Pie (Beef And/or Lamb Combo)
